"UT000000789";1;"15.03.2011";"31.03.2011"
"UT000000848";1;"01.06.2011";"07.09.2011"
"UT000000145";1;"21.06.2011";"27.09.2011"
"UT000000833";1;"07.06.2011";"13.06.2011"
"UT000000791";1;"01.08.2011";"30.09.2011"
"UT000000290";1;"01.06.2011";"08.06.2011"
"UT000000171";1;"01.08.2011";"31.12.2011"
"UT000000801";1;"01.08.2011";"31.12.2011"
"UT000000247";1;"01.11.2011";"31.12.2011"
"UT000000130";2;"01.05.2011";"31.05.2011"
"UT000000244";1;"21.06.2011";"10.09.2011"
"UT000000264";1;"18.07.2011";"18.01.2012"
"UT000000224";2;"15.06.2011";"31.07.2011"
"UT000000963";2;"15.06.2011";"31.07.2011"
"UT000000823";1;"16.07.2011";"15.10.2011"
"UT000000262";2;"15.06.2011";"31.07.2011"
"UT000000762";1;"01.04.2011";"30.06.2011"
"UT000000182";1;"01.04.2011";"30.06.2011"
"UT000000341";1;"15.06.2011";"14.07.2011"
"UT000000289";1;"01.08.2011";"30.09.2011"
"UT000000208";1;"01.10.2011";"31.12.2011"
"UT000000118";2;"19.07.2011";"22.08.2011"
"UT000000154";1;"01.11.2011";"30.11.2011"
"UT000000830";1;"01.07.2011";"31.08.2011"
"UT000000748";1;"01.07.2011";"31.12.2011"
